"","Samples","Time","Treatment","Fragment","TreatmentTank","Antibiotic","Dose","Pretreatment","PretreatmentAbx","PretreatmentDose","Tank","CoralID","Sample_control","quant_reading","PreQC","PostQC","is.neg","PostDecontam","Observed","Shannon","InvSimpson","PD","SR"
"341","G7_T24_S2_1_d","24","Streptomycin High","d","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_d","True Sample"," 1.700"," 60152","11408","FALSE"," 7825",11,1.90720781302045,5.45159960835708,1.91568,11
"342","G7_T24_S2_2_a","24","Streptomycin High","a","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_a","True Sample"," 6.400"," 66241"," 3898","FALSE"," 3638",11,1.64135244410286,3.49020635792969,2.01705,11
"343","G7_T24_S2_2_b","24","Streptomycin High","b","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_b","True Sample"," 7.600"," 75114","13583","FALSE","12538",25,2.26767381955356,4.76381936359184,3.53692,25
"344","G7_T24_S2_2_c","24","Streptomycin High","c","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_c","True Sample"," 2.900"," 74609","16105","FALSE","15011",12,1.3832350620029,2.83281881789417,1.77424,12
"345","G7_T24_S2_2_d","24","Streptomycin High","d","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_d","True Sample","15.800"," 77205","13457","FALSE","12351",33,2.58746745113956,7.11475993946193,4.69804,33
"346","G7_T24_S2_3_a","24","Streptomycin High","a","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_a","True Sample"," 9.800"," 80607","15859","FALSE","15585",23,1.28676595710261,1.87601802117919,3.35054,23
"347","G7_T24_S2_3_b","24","Streptomycin High","b","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_b","True Sample"," 5.400"," 75790","14216","FALSE","13854",20,1.17767496276019,1.77524994809169,3.14156,20
"348","G7_T24_S2_3_c","24","Streptomycin High","c","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_c","True Sample"," 2.100"," 41160"," 9094","FALSE"," 7968",8,0.983602120607503,1.74695435976918,1.64837,8
"349","G7_T24_S2_3_d","24","Streptomycin High","d","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_d","True Sample"," 3.400"," 43874"," 8540","FALSE"," 8474",8,0.464556636184588,1.22228206515213,1.62391,8
"350","G7_T48_A1_1_a","48","Ampicillin Low","a","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_a","True Sample","10.100"," 84269","12061","FALSE"," 9479",23,2.25727976968951,5.42582056854786,3.73589,23
"351","G7_T48_A1_1_b","48","Ampicillin Low","b","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_b","True Sample"," 1.900"," 55476"," 9580","FALSE"," 8537",15,2.03877323398644,5.76477061055377,2.21507,15
"352","G7_T48_A1_1_c","48","Ampicillin Low","c","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_c","True Sample"," 9.400"," 80639","12418","FALSE","12212",12,0.804781081086481,1.46543249895515,1.96924,12
"353","G7_T48_A1_1_d","48","Ampicillin Low","d","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_d","True Sample"," 2.900"," 70901","14470","FALSE","11107",14,1.72428567679363,3.81619495444074,2.05248,14
"354","G7_T48_A1_2_a","48","Ampicillin Low","a","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_a","True Sample"," 2.200"," 58544"," 6466","FALSE"," 6092",12,1.58689103526781,3.64020557551359,1.81691,12
"355","G7_T48_A1_2_b","48","Ampicillin Low","b","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_b","True Sample"," 8.800"," 80079","13664","FALSE","11443",29,2.57048609123109,7.49943154308903,4.33388,29
"356","G7_T48_A1_2_c","48","Ampicillin Low","c","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_c","True Sample","10.200"," 78027","11063","FALSE","10721",27,1.83522118421051,2.65419266890751,3.73454,27
"357","G7_T48_A1_2_d","48","Ampicillin Low","d","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_d","True Sample","11.300"," 72868","11984","FALSE","11838",19,1.68805175072446,2.66985682518995,3.12728,19
"358","G7_T48_A1_3_a","48","Ampicillin Low","a","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_a","True Sample"," 7.900"," 92181","18009","FALSE","17740",22,1.66210220650714,3.09807156198324,2.77496,22
"359","G7_T48_A1_3_b","48","Ampicillin Low","b","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_b","True Sample","19.800"," 66822","12153","FALSE","11842",43,1.77113683661878,2.8502000954475,5.06923,43
"360","G7_T48_A1_3_c","48","Ampicillin Low","c","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_c","True Sample"," 3.000"," 84733","16124","FALSE","15955",26,1.75271738523529,3.10981941651827,3.92439,26
"361","G7_T48_A1_3_d","48","Ampicillin Low","d","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_d","True Sample"," 5.800"," 95213","19532","FALSE","17869",24,1.66575943784946,2.74106396700373,3.39756,24
"362","G7_T48_A2_1_a","48","Ampicillin High","a","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_a","True Sample"," 2.300"," 55985"," 7324","FALSE"," 6233",13,1.63713606692726,3.47717236343406,1.78758,13
"363","G7_T48_A2_1_b","48","Ampicillin High","b","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_b","True Sample"," 5.700"," 68717"," 8010","FALSE"," 5494",30,2.73633185331371,11.6450875431101,4.01723,30
"364","G7_T48_A2_1_c","48","Ampicillin High","c","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_c","True Sample"," 1.800"," 61492"," 6095","FALSE"," 5008",24,1.71839644010772,2.96096827926526,3.34764,24
"365","G7_T48_A2_1_d","48","Ampicillin High","d","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_d","True Sample"," 2.700"," 84454","14964","FALSE"," 8455",24,2.11971042299036,5.82225900854847,3.10024,24
"366","G7_T48_A2_2_a","48","Ampicillin High","a","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_a","True Sample"," 4.100"," 67916"," 8297","FALSE"," 6602",30,2.80683552966774,12.3219478535167,4.53225,30
"367","G7_T48_A2_2_b","48","Ampicillin High","b","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_b","True Sample"," 6.000"," 49771"," 9369","FALSE"," 9369",23,2.33426209687661,8.05900480961407,2.9357,23
"368","G7_T48_A2_2_c","48","Ampicillin High","c","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_c","True Sample"," 7.500"," 45934","10400","FALSE"," 9640",27,2.70463410998376,12.2261106687976,3.59537,27
"369","G7_T48_A2_2_d","48","Ampicillin High","d","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_d","True Sample"," 4.500"," 73543","18100","FALSE","16569",30,1.74991235952057,2.8815042466457,4.27622,30
"370","G7_T48_A2_3_a","48","Ampicillin High","a","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_a","True Sample"," 5.700"," 64703"," 9848","FALSE"," 7331",18,2.3287621289358,8.42807614665662,2.59033,18
"371","G7_T48_A2_3_b","48","Ampicillin High","b","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_b","True Sample"," 2.900"," 57619"," 4961","FALSE"," 3099",14,1.8666216797026,4.86692167387566,2.29356,14
"372","G7_T48_A2_3_c","48","Ampicillin High","c","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_c","True Sample"," 3.200"," 49530"," 7552","FALSE"," 5242",17,1.84649949535498,3.99035801811367,2.38926,17
"373","G7_T48_A2_3_d","48","Ampicillin High","d","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_d","True Sample"," 2.200"," 63733"," 7076","FALSE"," 3926",7,1.17453884476029,2.53929352901935,1.38558,7
"374","G7_T48_B2_a","48","Blank","a","B2","Blank","Blank","Blank","Blank","Blank","2","B2_a","True Sample","11.000"," 81138","15964","FALSE","15842",7,0.26799710829573,1.10915367670247,1.20504,7
"375","G7_T48_B2_b","48","Blank","b","B2","Blank","Blank","Blank","Blank","Blank","2","B2_b","True Sample","12.900"," 67011","13632","FALSE","13188",8,0.881279040178514,1.96717957595477,1.69362,8
"376","G7_T48_B2_c","48","Blank","c","B2","Blank","Blank","Blank","Blank","Blank","2","B2_c","True Sample"," 5.000"," 38694"," 8793","FALSE"," 7942",24,2.47964800546912,8.58641505493932,3.34271,24
"377","G7_T48_B2_d","48","Blank","d","B2","Blank","Blank","Blank","Blank","Blank","2","B2_d","True Sample"," 8.600"," 74111"," 8136","FALSE"," 7606",20,2.49404621657587,8.99774480524201,1.97781,20
"378","G7_T48_B3_a","48","Blank","a","B3","Blank","Blank","Blank","Blank","Blank","3","B3_a","True Sample"," 4.300"," 76833","12948","FALSE","12458",6,0.170513752473355,1.06240724653534,1.63377,6
"379","G7_T48_B3_b","48","Blank","b","B3","Blank","Blank","Blank","Blank","Blank","3","B3_b","True Sample","14.100"," 78476","15717","FALSE","15472",11,0.345606468995047,1.14542960757765,2.40165,11
"380","G7_T48_B3_c","48","Blank","c","B3","Blank","Blank","Blank","Blank","Blank","3","B3_c","True Sample"," 8.100"," 69300","14057","FALSE","13881",12,0.658940992828082,1.41020857887415,1.93016,12
"381","G7_T48_B3_d","48","Blank","d","B3","Blank","Blank","Blank","Blank","Blank","3","B3_d","True Sample","13.300"," 72922","14783","FALSE","14650",15,1.280642480295,2.30149512488097,1.97054,15
"382","G7_T48_B4_a","48","Blank","a","B4","Blank","Blank","Blank","Blank","Blank","4","B4_a","True Sample","12.300"," 76089","14190","FALSE","14042",15,1.15517467485421,2.30773136160766,3.08105,15
"383","G7_T48_B4_b","48","Blank","b","B4","Blank","Blank","Blank","Blank","Blank","4","B4_b","True Sample"," 3.000"," 62576"," 9375","FALSE"," 8284",21,2.33976832294427,6.40819592879623,2.78996,21
"384","G7_T48_B4_c","48","Blank","c","B4","Blank","Blank","Blank","Blank","Blank","4","B4_c","True Sample","10.600"," 82226","16006","FALSE","16000",15,0.905411477446392,1.54396050820757,2.52726,15
"385","G7_T48_B4_d","48","Blank","d","B4","Blank","Blank","Blank","Blank","Blank","4","B4_d","True Sample","15.900"," 86732","16985","FALSE","16707",18,0.99829849175297,1.60220196383817,2.75397,18
"386","G7_T48_B5_a","48","Blank","a","B5","Blank","Blank","Blank","Blank","Blank","5","B5_a","True Sample","11.200"," 70982","14913","FALSE","14222",25,0.871538628138555,1.43226421493588,3.19917,25
"387","G7_T48_B5_b","48","Blank","b","B5","Blank","Blank","Blank","Blank","Blank","5","B5_b","True Sample"," 8.000"," 77741","15757","FALSE","11854",42,2.96435766374549,13.4638355990276,4.96558,42
"388","G7_T48_B5_c","48","Blank","c","B5","Blank","Blank","Blank","Blank","Blank","5","B5_c","True Sample"," 4.100"," 48605"," 9484","FALSE"," 6736",21,2.48088556074389,9.78142811980606,2.61872,21
"389","G7_T48_B5_d","48","Blank","d","B5","Blank","Blank","Blank","Blank","Blank","5","B5_d","True Sample","19.500"," 61052","13376","FALSE","12023",32,1.604409813986,2.35301071485783,3.60331,32
"390","G7_T48_B6_a","48","Blank","a","B6","Blank","Blank","Blank","Blank","Blank","6","B6_a","True Sample"," 2.400"," 68857","12149","FALSE","11155",17,2.01810779171295,4.30770079054925,3.0735,17
"391","G7_T48_B6_b","48","Blank","b","B6","Blank","Blank","Blank","Blank","Blank","6","B6_b","True Sample"," 6.200"," 58315","10537","FALSE","10475",8,0.817272968551507,1.52857125911839,1.32548,8
"392","G7_T48_B6_c","48","Blank","c","B6","Blank","Blank","Blank","Blank","Blank","6","B6_c","True Sample"," 5.800"," 81601","14749","FALSE","11730",57,3.56165398970385,26.6607515345929,7.10689,57
"393","G7_T48_B6_d","48","Blank","d","B6","Blank","Blank","Blank","Blank","Blank","6","B6_d","True Sample"," 9.700"," 76433","15655","FALSE","15056",22,2.20379270989925,5.2371485611458,4.15603,22
"394","G7_T48_C1_1_a","48","Ciprofloxacin Low","a","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_a","True Sample"," 2.000"," 55496"," 7242","FALSE"," 6751",10,1.46677224740459,3.30302215957931,1.74504,10
"395","G7_T48_C1_1_b","48","Ciprofloxacin Low","b","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_b","True Sample"," 2.300"," 63067"," 4969","FALSE"," 2129",11,1.7112566064601,3.9652225405605,2.10302,11
"396","G7_T48_C1_1_c","48","Ciprofloxacin Low","c","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_c","True Sample"," 8.200"," 92852","16931","FALSE","15904",14,0.760279642666724,1.41271527379157,2.51474,14
"397","G7_T48_C1_1_d","48","Ciprofloxacin Low","d","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_d","True Sample"," 5.000"," 75703","13494","FALSE","11097",13,0.991765284091464,1.63690103990359,2.30404,13
"398","G7_T48_C1_2_a","48","Ciprofloxacin Low","a","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_a","True Sample"," 3.700"," 57468"," 9621","FALSE"," 7900",24,2.28880591084591,6.43205944252054,3.83786,24
"399","G7_T48_C1_2_b","48","Ciprofloxacin Low","b","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_b","True Sample"," 2.900"," 53865"," 1680","FALSE"," 1114",7,1.57501657945329,3.79333154007923,1.69962,7
"400","G7_T48_C1_2_c","48","Ciprofloxacin Low","c","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_c","True Sample"," 3.200"," 54201"," 9438","FALSE"," 7910",15,1.63045785821828,3.44071293774126,2.46828,15
"401","G7_T48_C1_2_d","48","Ciprofloxacin Low","d","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_d","True Sample"," 6.000"," 68356","11416","FALSE","10253",27,2.64551256055798,9.57045501005663,3.74315,27
"402","G7_T48_C1_3_a","48","Ciprofloxacin Low","a","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_a","True Sample"," 2.800"," 61721","11584","FALSE","10663",8,0.272817313210404,1.10712987209107,1.60386,8
"403","G7_T48_C1_3_b","48","Ciprofloxacin Low","b","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_b","True Sample"," 2.100"," 62667","13443","FALSE","13229",10,0.952811388152754,1.68479846777688,1.69753,10
"404","G7_T48_C1_3_c","48","Ciprofloxacin Low","c","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_c","True Sample"," 2.200"," 62905"," 9905","FALSE"," 6718",14,1.77042236282731,4.13701119144267,2.03959,14
"405","G7_T48_C1_3_d","48","Ciprofloxacin Low","d","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_d","True Sample"," 5.000"," 78041"," 7624","FALSE"," 5043",9,1.08873787006839,2.1954752835149,2.13839,9
"406","G7_T48_C2_1_a","48","Ciprofloxacin High","a","C2_1","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","22","C2_1_a","True Sample"," 1.800"," 48377"," 7842","FALSE"," 7272",10,1.30927352915525,2.25529954798384,1.87497,10
"407","G7_T48_C2_1_b","48","Ciprofloxacin High","b","C2_1","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","22","C2_1_b","True Sample"," 3.300"," 67413"," 7584","FALSE"," 6579",13,2.19811376456253,7.13563180596562,2.07056,13
"408","G7_T48_C2_1_c","48","Ciprofloxacin High","c","C2_1","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","22","C2_1_c","True Sample"," 4.900"," 55516"," 5632","FALSE"," 4667",15,2.34057135472009,8.92779952359223,2.53668,15
"409","G7_T48_C2_1_d","48","Ciprofloxacin High","d","C2_1","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","22","C2_1_d","True Sample"," 3.600"," 65187"," 8056","FALSE"," 7200",10,1.3694654617437,2.88729812877673,1.76679,10
"410","G7_T48_C2_2_b","48","Ciprofloxacin High","b","C2_2","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","23","C2_2_b","True Sample"," 3.500"," 58806"," 5759","FALSE"," 5186",6,0.355108175391689,1.17757945246324,1.22475,6
"411","G7_T48_C2_2_c","48","Ciprofloxacin High","c","C2_2","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","23","C2_2_c","True Sample","21.700"," 81603","12837","FALSE","11827",41,2.37554998225004,4.47714150632531,5.15087,41
"412","G7_T48_C2_2_d","48","Ciprofloxacin High","d","C2_2","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","23","C2_2_d","True Sample"," 6.100"," 52864","10099","FALSE","10099",8,0.804675394408906,1.53481180321846,1.75603,8
"413","G7_T48_C2_3_a","48","Ciprofloxacin High","a","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_a","True Sample"," 3.100"," 54470"," 3674","FALSE"," 2057",5,1.19539413590035,2.82598538000955,1.35489,5
"414","G7_T48_C2_3_b","48","Ciprofloxacin High","b","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_b","True Sample"," 8.600"," 63895"," 4740","FALSE"," 3933",10,1.71185807563043,4.52825739794004,1.74555,10
"415","G7_T48_C2_3_c","48","Ciprofloxacin High","c","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_c","True Sample"," 2.500"," 46831"," 5206","FALSE"," 5092",4,0.656464533263206,1.46394759676606,1.07923,4
"416","G7_T48_C2_3_d","48","Ciprofloxacin High","d","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_d","True Sample","17.500"," 29285"," 2491","FALSE"," 2461",10,2.13253575580998,7.3803939202289,1.93948,10
"417","G7_T48_M1_1_b","48","Mixture Low","b","M1_1","Mixture","Low","Mixture Low","Mixture","Low","25","M1_1_b","True Sample"," 7.700"," 59053"," 5317","FALSE"," 4687",10,1.85398545564877,5.60941841269679,2.21252,10
"418","G7_T48_M1_1_c","48","Mixture Low","c","M1_1","Mixture","Low","Mixture Low","Mixture","Low","25","M1_1_c","True Sample"," 8.500"," 54994","11084","FALSE"," 9866",11,1.54412798725028,2.9596327403571,1.95236,11
"419","G7_T48_M1_1_d","48","Mixture Low","d","M1_1","Mixture","Low","Mixture Low","Mixture","Low","25","M1_1_d","True Sample","10.800"," 50199"," 5353","FALSE"," 5294",13,2.00975583302735,4.98456579048634,2.04822,13
"420","G7_T48_M1_2_a","48","Mixture Low","a","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_a","True Sample","11.800"," 80112","14057","FALSE","14057",10,1.41213848445316,2.62821870059606,1.71193,10
"421","G7_T48_M1_2_b","48","Mixture Low","b","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_b","True Sample"," 8.900"," 63694"," 3397","FALSE"," 3295",21,2.66657648223454,11.5367374195307,3.59036,21
"422","G7_T48_M1_2_c","48","Mixture Low","c","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_c","True Sample","21.300"," 59007"," 2103","FALSE"," 1879",10,1.80316499214442,4.76463983568351,2.0699,10
"423","G7_T48_M1_2_d","48","Mixture Low","d","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_d","True Sample"," 9.900"," 62287"," 6371","FALSE"," 6159",13,1.36541885906232,2.18177197585459,2.81175,13
"424","G7_T48_M1_3_a","48","Mixture Low","a","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_a","True Sample"," 5.200"," 56250"," 8648","FALSE"," 6843",9,1.72092057522417,4.40088003517887,2.16669,9
"425","G7_T48_M1_3_b","48","Mixture Low","b","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_b","True Sample"," 7.900"," 67502"," 8415","FALSE"," 7476",9,0.808362681192092,1.49913745627316,2.26119,9
"426","G7_T48_M1_3_c","48","Mixture Low","c","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_c","True Sample"," 8.300"," 54685"," 8095","FALSE"," 8095",14,2.45301598601426,10.741932379106,2.45048,14
"427","G7_T48_M1_3_d","48","Mixture Low","d","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_d","True Sample","22.700"," 53310"," 5152","FALSE"," 5094",13,2.08247177036351,6.16845305067014,2.37255,13
"428","G7_T48_M2_1_a","48","Mixture High","a","M2_1","Mixture","High","Mixture High","Mixture","High","28","M2_1_a","True Sample"," 7.100"," 73911"," 7762","FALSE"," 7596",39,2.71327236286929,8.9507436993925,5.18892,39
"429","G7_T48_M2_1_b","48","Mixture High","b","M2_1","Mixture","High","Mixture High","Mixture","High","28","M2_1_b","True Sample","18.900"," 68962"," 7821","FALSE"," 7708",15,2.44850729755639,10.0914853697682,2.79827,15
"430","G7_T48_M2_1_c","48","Mixture High","c","M2_1","Mixture","High","Mixture High","Mixture","High","28","M2_1_c","True Sample","21.200"," 55500"," 7332","FALSE"," 7085",19,1.30025957289505,1.87377501958095,2.8782,19
"431","G7_T48_M2_1_d","48","Mixture High","d","M2_1","Mixture","High","Mixture High","Mixture","High","28","M2_1_d","True Sample","22.300"," 49855"," 3720","FALSE"," 3706",15,1.86167467565289,4.12012231971829,2.51148,15
"432","G7_T48_M2_2_a","48","Mixture High","a","M2_2","Mixture","High","Mixture High","Mixture","High","29","M2_2_a","True Sample","14.600"," 60569"," 6614","FALSE"," 6185",15,2.15280160456505,6.16159649429806,2.57697,15
"433","G7_T48_M2_2_b","48","Mixture High","b","M2_2","Mixture","High","Mixture High","Mixture","High","29","M2_2_b","True Sample"," 8.200"," 67638"," 2463","FALSE"," 2153",11,2.16034649062012,7.46100259945114,2.47491,11
"434","G7_T48_M2_2_c","48","Mixture High","c","M2_2","Mixture","High","Mixture High","Mixture","High","29","M2_2_c","True Sample","20.400"," 64613"," 3943","FALSE"," 3866",24,2.90198708208337,13.784424662213,4.21861,24
"435","G7_T48_M2_2_d","48","Mixture High","d","M2_2","Mixture","High","Mixture High","Mixture","High","29","M2_2_d","True Sample"," 9.800"," 67204"," 4607","FALSE"," 4607",17,1.67434450992734,2.59758482164525,3.14779,17
"436","G7_T48_M2_3_a","48","Mixture High","a","M2_3","Mixture","High","Mixture High","Mixture","High","30","M2_3_a","True Sample"," 2.200"," 39739"," 3840","FALSE"," 2744",3,0.764608780185093,1.84001732767363,0.85016,3
"437","G7_T48_M2_3_b","48","Mixture High","b","M2_3","Mixture","High","Mixture High","Mixture","High","30","M2_3_b","True Sample","13.200"," 61691"," 4925","FALSE"," 4925",6,0.933953926732749,1.83650108163347,1.69464,6
"438","G7_T48_M2_3_c","48","Mixture High","c","M2_3","Mixture","High","Mixture High","Mixture","High","30","M2_3_c","True Sample","13.400"," 66667"," 6152","FALSE"," 6152",10,1.84528298752254,4.48403629271358,2.39752,10
"439","G7_T48_M2_3_d","48","Mixture High","d","M2_3","Mixture","High","Mixture High","Mixture","High","30","M2_3_d","True Sample","11.500"," 62666"," 8234","FALSE"," 8156",7,0.791090777235417,1.50157455107426,1.53393,7
"440","G7_T48_S1_1_a","48","Streptomycin Low","a","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_a","True Sample"," 2.200"," 51707","10088","FALSE"," 8207",16,1.3890043518758,2.80191911285413,2.43648,16
"441","G7_T48_S1_1_b","48","Streptomycin Low","b","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_b","True Sample"," 4.800"," 60279"," 9486","FALSE"," 7107",19,2.32706059406727,7.51410096186504,2.77174,19
"442","G7_T48_S1_1_c","48","Streptomycin Low","c","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_c","True Sample"," 2.000"," 62836"," 8867","FALSE"," 6037",8,1.36783889045207,3.36584288783934,1.65745,8
"443","G7_T48_S1_1_d","48","Streptomycin Low","d","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_d","True Sample"," 3.500"," 66922","12425","FALSE","10076",13,1.68888770090568,3.6980301037401,2.17105,13
"444","G7_T48_S1_2_a","48","Streptomycin Low","a","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_a","True Sample"," 5.400"," 61954","10495","FALSE"," 9775",13,1.26689065341457,2.17507850728364,2.30121,13
"445","G7_T48_S1_2_b","48","Streptomycin Low","b","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_b","True Sample"," 3.800"," 67972","10682","FALSE"," 9275",21,2.56658718208639,10.049095862747,3.47246,21
"446","G7_T48_S1_2_c","48","Streptomycin Low","c","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_c","True Sample"," 5.000"," 59447","13581","FALSE"," 5139",17,2.28458832374631,7.3097790809327,2.59114,17
"447","G7_T48_S1_2_d","48","Streptomycin Low","d","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_d","True Sample"," 2.000"," 50893"," 9836","FALSE"," 7233",17,2.18739509732101,6.59077607706463,2.38303,17
"448","G7_T48_S1_3_a","48","Streptomycin Low","a","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_a","True Sample"," 7.700"," 81315"," 9860","FALSE"," 7801",40,3.15148522494254,17.1305857701021,5.60461,40
"449","G7_T48_S1_3_b","48","Streptomycin Low","b","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_b","True Sample"," 2.200"," 47495"," 7081","FALSE"," 6432",16,2.02630569566628,6.34988689581461,2.48978,16
"450","G7_T48_S1_3_c","48","Streptomycin Low","c","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_c","True Sample"," 9.900"," 67226","14256","FALSE","13840",40,2.88513788147751,10.4821187632442,5.24691,40
"451","G7_T48_S1_3_d","48","Streptomycin Low","d","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_d","True Sample"," 2.900"," 63438"," 5541","FALSE"," 4109",16,1.84463438876553,3.98402740330987,2.83907,16
"452","G7_T48_S2_1_a","48","Streptomycin High","a","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_a","True Sample","15.400"," 85628","20332","FALSE","17615",53,3.37753577066183,19.5976369953217,6.38832,53
"453","G7_T48_S2_1_b","48","Streptomycin High","b","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_b","True Sample"," 3.300"," 67986","11783","FALSE"," 9800",11,1.01757014116549,1.64953002910035,2.09625,11
"454","G7_T48_S2_1_c","48","Streptomycin High","c","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_c","True Sample"," 3.100"," 73627","11992","FALSE"," 8731",16,2.06794434280079,4.75408451925556,2.408,16
